Date,Metric,Region,Product Category,Customer Segment,Marketing Channel,Product Seasonality,customer_segment,Value,YearMonth
2024-04-16,Repeat Purchase Rate,North,Wine,High-Value,Direct Mail,Winter,Low Value,52.82,2024-04
2024-04-17,Repeat Purchase Rate,North,Wine,Medium-Value,Email,Winter,Mid Value,138.15,2024-04
2024-04-18,Repeat Purchase Rate,North,Wine,Medium-Value,Social Media,Spring,Mid Value,122.03,2024-04
2024-04-19,Repeat Purchase Rate,North,Wine,Medium-Value,SMS,Winter,High Value,90.8,2024-04
2024-04-20,Repeat Purchase Rate,North,Wine,Medium-Value,Direct Mail,Winter,High Value,101.71,2024-04
2024-04-21,Repeat Purchase Rate,North,Wine,Low-Value,Email,Summer,Low Value,130.44,2024-04
2024-04-22,Repeat Purchase Rate,North,Wine,Low-Value,Social Media,Fall,High Value,119.26,2024-04
2024-04-23,Repeat Purchase Rate,North,Wine,Low-Value,SMS,Fall,High Value,140.75,2024-04
2024-04-24,Repeat Purchase Rate,North,Wine,Low-Value,Direct Mail,Spring,Low Value,103.4,2024-04
2024-04-25,Repeat Purchase Rate,North,Spirits,High-Value,Email,Spring,Low Value,91,2024-04
2024-04-26,Repeat Purchase Rate,North,Spirits,High-Value,Social Media,Spring,Low Value,57.05,2024-04
2024-04-27,Repeat Purchase Rate,North,Spirits,High-Value,SMS,Winter,High Value,82.45,2024-04
2024-04-28,Repeat Purchase Rate,North,Spirits,High-Value,Direct Mail,Summer,Mid Value,78.27,2024-04
2024-04-29,Repeat Purchase Rate,North,Spirits,Medium-Value,Email,Winter,Low Value,117.13,2024-04
2024-04-30,Repeat Purchase Rate,North,Spirits,Medium-Value,Social Media,Spring,Mid Value,98.64,2024-04
2024-04-01,Campaign Conversion Rate,North,Beer,High-Value,Email,Summer,Mid Value,133.66,2024-04
2024-04-02,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Fall,Mid Value,111.42,2024-04
2024-04-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Winter,High Value,312.45,2024-04
2024-04-04,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Fall,Low Value,101.27,2024-04
2024-04-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Winter,High Value,99.72,2024-04
2024-04-06,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Winter,High Value,51.28,2024-04
2024-04-07,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Spring,Low Value,94.67,2024-04
2024-04-08,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Winter,High Value,63.82,2024-04
2024-04-09,Campaign Conversion Rate,North,Beer,Low-Value,Email,Summer,High Value,99.63,2024-04
2024-04-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Spring,Low Value,117.87,2024-04
2024-04-11,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Spring,High Value,146.14,2024-04
2024-04-12,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Winter,High Value,130.75,2024-04
2024-04-13,Campaign Conversion Rate,North,Wine,High-Value,Email,Fall,High Value,89.73,2024-04
2024-04-14,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Winter,High Value,106.95,2024-04
2024-04-15,Campaign Conversion Rate,North,Wine,High-Value,SMS,Spring,Mid Value,57.83,2024-04
2024-04-16,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Fall,High Value,135.03,2024-04
2024-04-17,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Fall,Mid Value,116.88,2024-04
2024-04-18,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Winter,High Value,133.29,2024-04
2024-04-19,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Summer,Mid Value,62.98,2024-04
2024-04-20,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Winter,High Value,144.64,2024-04
2024-04-21,Campaign Conversion Rate,North,Wine,Low-Value,Email,Fall,Low Value,82.69,2024-04
2024-04-22,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Summer,Low Value,143.04,2024-04
2024-04-23,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Fall,Mid Value,241.2,2024-04
2024-04-24,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Summer,Low Value,110.95,2024-04
2024-04-25,Campaign Conversion Rate,North,Spirits,High-Value,Email,Summer,Mid Value,78.52,2024-04
2024-04-26,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Summer,Low Value,128.7,2024-04
2024-04-27,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Spring,Mid Value,86.94,2024-04
2024-04-28,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Fall,Mid Value,106.03,2024-04
2024-04-29,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Winter,High Value,85.48,2024-04
2024-04-30,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Fall,Low Value,108.54,2024-04
2024-05-01,Product Affinity Score,North,Beer,High-Value,Email,Fall,Low Value,81.64,2024-05
2024-05-02,Product Affinity Score,North,Beer,High-Value,Social Media,Summer,Mid Value,69.37,2024-05
2024-05-03,Product Affinity Score,North,Beer,High-Value,SMS,Fall,Mid Value,200.67,2024-05
2024-05-04,Product Affinity Score,North,Beer,High-Value,Direct Mail,Summer,High Value,53.2,2024-05
2024-05-05,Product Affinity Score,North,Beer,Medium-Value,Email,Spring,Low Value,139.21,2024-05
2024-05-06,Product Affinity Score,North,Beer,Medium-Value,Social Media,Summer,Mid Value,104.36,2024-05
2024-05-07,Product Affinity Score,North,Beer,Medium-Value,SMS,Spring,Low Value,88.71,2024-05
2024-05-08,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Spring,High Value,54.48,2024-05
2024-05-09,Product Affinity Score,North,Beer,Low-Value,Email,Summer,Low Value,95.72,2024-05
2024-05-10,Product Affinity Score,North,Beer,Low-Value,Social Media,Spring,Mid Value,138.78,2024-05
2024-05-11,Product Affinity Score,North,Beer,Low-Value,SMS,Winter,Mid Value,132.26,2024-05
2024-05-12,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Summer,Mid Value,89.41,2024-05
2024-05-13,Product Affinity Score,North,Wine,High-Value,Email,Fall,Mid Value,90.02,2024-05
2024-05-14,Product Affinity Score,North,Wine,High-Value,Social Media,Spring,High Value,100.36,2024-05
2024-05-15,Product Affinity Score,North,Wine,High-Value,SMS,Winter,Mid Value,94.15,2024-05
2024-05-16,Product Affinity Score,North,Wine,High-Value,Direct Mail,Summer,High Value,134.88,2024-05
2024-05-17,Product Affinity Score,North,Wine,Medium-Value,Email,Spring,High Value,99.05,2024-05
2024-05-18,Product Affinity Score,North,Wine,Medium-Value,Social Media,Summer,High Value,138.49,2024-05
2024-05-19,Product Affinity Score,North,Wine,Medium-Value,SMS,Winter,High Value,72.11,2024-05
2024-05-20,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Spring,Mid Value,324.75,2024-05
2024-05-21,Product Affinity Score,North,Wine,Low-Value,Email,Spring,Low Value,63.04,2024-05
2024-05-22,Product Affinity Score,North,Wine,Low-Value,Social Media,Spring,High Value,89.48,2024-05
2024-05-23,Product Affinity Score,North,Wine,Low-Value,SMS,Summer,High Value,138.07,2024-05
2024-05-24,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Spring,Low Value,155.87,2024-05
2024-05-25,Product Affinity Score,North,Spirits,High-Value,Email,Winter,Low Value,74.48,2024-05
2024-05-26,Product Affinity Score,North,Spirits,High-Value,Social Media,Winter,Low Value,62.13,2024-05
2024-05-27,Product Affinity Score,North,Spirits,High-Value,SMS,Fall,High Value,91.1,2024-05
2024-05-28,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Summer,Low Value,121.21,2024-05
2024-05-29,Product Affinity Score,North,Spirits,Medium-Value,Email,Summer,High Value,57.96,2024-05
2024-05-30,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Spring,Low Value,76.07,2024-05
2024-05-01,Customer Engagement Score,North,Beer,High-Value,Email,Fall,Low Value,91.28,2024-05
2024-05-02,Customer Engagement Score,North,Beer,High-Value,Social Media,Summer,High Value,75.18,2024-05
2024-05-03,Customer Engagement Score,North,Beer,High-Value,SMS,Summer,Mid Value,111.37,2024-05
2024-05-04,Customer Engagement Score,North,Beer,High-Value,Direct Mail,Winter,Mid Value,58.56,2024-05
2024-05-05,Customer Engagement Score,North,Beer,Medium-Value,Email,Fall,Mid Value,291.56,2024-05
2024-05-06,Customer Engagement Score,North,Beer,Medium-Value,Social Media,Summer,Mid Value,51.39,2024-05
2024-05-07,Customer Engagement Score,North,Beer,Medium-Value,SMS,Fall,High Value,86.51,2024-05
2024-05-08,Customer Engagement Score,North,Beer,Medium-Value,Direct Mail,Fall,High Value,119.6,2024-05
2024-05-09,Customer Engagement Score,North,Beer,Low-Value,Email,Fall,High Value,60.8,2024-05
2024-05-10,Customer Engagement Score,North,Beer,Low-Value,Social Media,Fall,High Value,108.89,2024-05
2024-05-11,Customer Engagement Score,North,Beer,Low-Value,SMS,Fall,Low Value,124.22,2024-05
2024-05-12,Customer Engagement Score,North,Beer,Low-Value,Direct Mail,Fall,High Value,92.24,2024-05
2024-05-13,Customer Engagement Score,North,Wine,High-Value,Email,Winter,Mid Value,52.64,2024-05
2024-05-14,Customer Engagement Score,North,Wine,High-Value,Social Media,Summer,High Value,147.6,2024-05
2024-05-15,Customer Engagement Score,North,Wine,High-Value,SMS,Winter,High Value,82.94,2024-05
2024-05-16,Customer Engagement Score,North,Wine,High-Value,Direct Mail,Winter,Mid Value,134.73,2024-05
2024-05-17,Customer Engagement Score,North,Wine,Medium-Value,Email,Summer,Mid Value,51.8,2024-05
2024-05-18,Customer Engagement Score,North,Wine,Medium-Value,Social Media,Winter,Mid Value,101.04,2024-05
2024-05-19,Customer Engagement Score,North,Wine,Medium-Value,SMS,Summer,Mid Value,119.32,2024-05
2024-05-20,Customer Engagement Score,North,Wine,Medium-Value,Direct Mail,Winter,Mid Value,68.94,2024-05
2024-05-21,Customer Engagement Score,North,Wine,Low-Value,Email,Fall,High Value,134.14,2024-05
2024-05-22,Customer Engagement Score,North,Wine,Low-Value,Social Media,Fall,High Value,266.48,2024-05
2024-05-23,Customer Engagement Score,North,Wine,Low-Value,SMS,Spring,High Value,128.83,2024-05
2024-05-24,Customer Engagement Score,North,Wine,Low-Value,Direct Mail,Spring,High Value,120.87,2024-05
2024-05-25,Customer Engagement Score,North,Spirits,High-Value,Email,Spring,Low Value,54.03,2024-05
2024-05-26,Customer Engagement Score,North,Spirits,High-Value,Social Media,Winter,High Value,67.86,2024-05
2024-05-27,Customer Engagement Score,North,Spirits,High-Value,SMS,Spring,Low Value,91.84,2024-05
2024-05-28,Customer Engagement Score,North,Spirits,High-Value,Direct Mail,Spring,Mid Value,97.68,2024-05
2024-05-29,Customer Engagement Score,North,Spirits,Medium-Value,Email,Summer,Low Value,52.92,2024-05
2024-05-30,Customer Engagement Score,North,Spirits,Medium-Value,Social Media,Summer,Mid Value,89.57,2024-05
2024-05-01,CLV,North,Beer,High-Value,Email,Winter,Mid Value,94.01,2024-05
2024-05-02,CLV,North,Beer,High-Value,Social Media,Winter,Low Value,121.86,2024-05
2024-05-03,CLV,North,Beer,High-Value,SMS,Spring,Mid Value,69.7,2024-05
2024-05-04,CLV,North,Beer,High-Value,Direct Mail,Spring,High Value,72.78,2024-05
2024-05-05,CLV,North,Beer,Medium-Value,Email,Summer,Low Value,87.15,2024-05
2024-05-06,CLV,North,Beer,Medium-Value,Social Media,Summer,Low Value,103.72,2024-05
2024-05-07,CLV,North,Beer,Medium-Value,SMS,Spring,High Value,65.58,2024-05
2024-05-08,CLV,North,Beer,Medium-Value,Direct Mail,Fall,High Value,93.37,2024-05
2024-05-09,CLV,North,Beer,Low-Value,Email,Summer,Low Value,53.56,2024-05
2024-05-10,CLV,North,Beer,Low-Value,Social Media,Spring,Low Value,105.42,2024-05
2024-05-11,CLV,North,Beer,Low-Value,SMS,Winter,Mid Value,120.7,2024-05
2024-05-12,CLV,North,Beer,Low-Value,Direct Mail,Summer,High Value,75.22,2024-05
2024-05-13,CLV,North,Wine,High-Value,Email,Winter,High Value,144.72,2024-05
2024-05-14,CLV,North,Wine,High-Value,Social Media,Spring,Mid Value,99.76,2024-05
2024-05-15,CLV,North,Wine,High-Value,SMS,Summer,Mid Value,56.01,2024-05
2024-05-16,CLV,North,Wine,High-Value,Direct Mail,Summer,Mid Value,64.37,2024-05
2024-05-17,CLV,North,Wine,Medium-Value,Email,Fall,High Value,103.37,2024-05
2024-05-18,CLV,North,Wine,Medium-Value,Social Media,Spring,High Value,50.92,2024-05
2024-05-19,CLV,North,Wine,Medium-Value,SMS,Fall,Low Value,67.62,2024-05
2024-05-20,CLV,North,Wine,Medium-Value,Direct Mail,Summer,Low Value,83.69,2024-05
2024-05-21,CLV,North,Wine,Low-Value,Email,Fall,High Value,81.57,2024-05
2024-05-22,CLV,North,Wine,Low-Value,Social Media,Spring,High Value,72.3,2024-05
2024-05-23,CLV,North,Wine,Low-Value,SMS,Winter,Low Value,92.8,2024-05
2024-05-24,CLV,North,Wine,Low-Value,Direct Mail,Winter,Mid Value,154.21,2024-05
2024-05-25,CLV,North,Spirits,High-Value,Email,Summer,Low Value,110.58,2024-05
2024-05-26,CLV,North,Spirits,High-Value,Social Media,Summer,High Value,108.95,2024-05
2024-05-27,CLV,North,Spirits,High-Value,SMS,Summer,Mid Value,107.34,2024-05
2024-05-28,CLV,North,Spirits,High-Value,Direct Mail,Winter,Mid Value,132.84,2024-05
2024-05-29,CLV,North,Spirits,Medium-Value,Email,Summer,Low Value,73.73,2024-05
2024-05-30,CLV,North,Spirits,Medium-Value,Social Media,Winter,High Value,100.44,2024-05
2024-05-01,Repeat Purchase Rate,North,Beer,High-Value,Email,Spring,Mid Value,147.61,2024-05
2024-05-02,Repeat Purchase Rate,North,Beer,High-Value,Social Media,Winter,Low Value,181.4,2024-05
2024-05-03,Repeat Purchase Rate,North,Beer,High-Value,SMS,Fall,Mid Value,107.13,2024-05
2024-05-04,Repeat Purchase Rate,North,Beer,High-Value,Direct Mail,Summer,Mid Value,101.67,2024-05
2024-05-05,Repeat Purchase Rate,North,Beer,Medium-Value,Email,Summer,Mid Value,190.05,2024-05
2024-05-06,Repeat Purchase Rate,North,Beer,Medium-Value,Social Media,Winter,Mid Value,107.55,2024-05
2024-05-07,Repeat Purchase Rate,North,Beer,Medium-Value,SMS,Summer,High Value,135.91,2024-05
2024-05-08,Repeat Purchase Rate,North,Beer,Medium-Value,Direct Mail,Fall,Low Value,72.01,2024-05
2024-05-09,Repeat Purchase Rate,North,Beer,Low-Value,Email,Winter,Mid Value,142.25,2024-05
2024-05-10,Repeat Purchase Rate,North,Beer,Low-Value,Social Media,Fall,Low Value,127.49,2024-05
2024-05-11,Repeat Purchase Rate,North,Beer,Low-Value,SMS,Spring,Mid Value,100.44,2024-05
2024-05-12,Repeat Purchase Rate,North,Beer,Low-Value,Direct Mail,Winter,Mid Value,75.34,2024-05
2024-05-13,Repeat Purchase Rate,North,Wine,High-Value,Email,Fall,Mid Value,53.05,2024-05
2024-05-14,Repeat Purchase Rate,North,Wine,High-Value,Social Media,Summer,Mid Value,138.66,2024-05
2024-05-15,Repeat Purchase Rate,North,Wine,High-Value,SMS,Spring,Mid Value,92.29,2024-05
2024-05-16,Repeat Purchase Rate,North,Wine,High-Value,Direct Mail,Spring,Mid Value,87,2024-05
2024-05-17,Repeat Purchase Rate,North,Wine,Medium-Value,Email,Winter,High Value,128.42,2024-05
2024-05-18,Repeat Purchase Rate,North,Wine,Medium-Value,Social Media,Spring,High Value,122.26,2024-05
2024-05-19,Repeat Purchase Rate,North,Wine,Medium-Value,SMS,Summer,Mid Value,83.8,2024-05
2024-05-20,Repeat Purchase Rate,North,Wine,Medium-Value,Direct Mail,Fall,Mid Value,83.08,2024-05
2024-05-21,Repeat Purchase Rate,North,Wine,Low-Value,Email,Fall,Low Value,82.94,2024-05
2024-05-22,Repeat Purchase Rate,North,Wine,Low-Value,Social Media,Winter,Mid Value,89.9,2024-05
2024-05-23,Repeat Purchase Rate,North,Wine,Low-Value,SMS,Fall,High Value,72.59,2024-05
2024-05-24,Repeat Purchase Rate,North,Wine,Low-Value,Direct Mail,Spring,Mid Value,93.3,2024-05
2024-05-25,Repeat Purchase Rate,North,Spirits,High-Value,Email,Summer,High Value,98.79,2024-05
2024-05-26,Repeat Purchase Rate,North,Spirits,High-Value,Social Media,Winter,Mid Value,101.32,2024-05
2024-05-27,Repeat Purchase Rate,North,Spirits,High-Value,SMS,Fall,Mid Value,78.89,2024-05
2024-05-28,Repeat Purchase Rate,North,Spirits,High-Value,Direct Mail,Fall,Low Value,143.66,2024-05
2024-05-29,Repeat Purchase Rate,North,Spirits,Medium-Value,Email,Winter,High Value,107.64,2024-05
2024-05-30,Repeat Purchase Rate,North,Spirits,Medium-Value,Social Media,Winter,High Value,82.43,2024-05
2024-05-01,Campaign Conversion Rate,North,Beer,High-Value,Email,Spring,Low Value,79.06,2024-05
2024-05-02,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Winter,Low Value,79.63,2024-05
2024-05-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Spring,Mid Value,161.67,2024-05
2024-05-04,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Winter,Low Value,67.12,2024-05
2024-05-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Summer,Mid Value,73.75,2024-05
2024-05-06,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Fall,Mid Value,241.1,2024-05
2024-05-07,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Fall,Mid Value,121.61,2024-05
2024-05-08,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Fall,Mid Value,81.87,2024-05
2024-05-09,Campaign Conversion Rate,North,Beer,Low-Value,Email,Winter,High Value,112.62,2024-05
2024-05-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Summer,Low Value,68.89,2024-05
2024-05-11,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Summer,Mid Value,75.63,2024-05
2024-05-12,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Spring,Low Value,137.13,2024-05
2024-05-13,Campaign Conversion Rate,North,Wine,High-Value,Email,Winter,Low Value,84.17,2024-05
2024-05-14,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Fall,Low Value,51.97,2024-05
2024-05-15,Campaign Conversion Rate,North,Wine,High-Value,SMS,Fall,High Value,98.7,2024-05
2024-05-16,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Fall,High Value,145.46,2024-05
2024-05-17,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Winter,High Value,140.93,2024-05
2024-05-18,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Fall,High Value,86.01,2024-05
2024-05-19,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Fall,Low Value,118.99,2024-05
2024-05-20,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Spring,High Value,70.7,2024-05
2024-05-21,Campaign Conversion Rate,North,Wine,Low-Value,Email,Spring,Low Value,131.52,2024-05
2024-05-22,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Summer,Mid Value,138.03,2024-05
2024-05-23,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Spring,High Value,60.6,2024-05
2024-05-24,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Summer,Mid Value,79.12,2024-05
2024-05-25,Campaign Conversion Rate,North,Spirits,High-Value,Email,Summer,Low Value,130.43,2024-05
2024-05-26,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Winter,High Value,189.5,2024-05
2024-05-27,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Fall,Mid Value,59.97,2024-05
2024-05-28,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Summer,High Value,185.1,2024-05
2024-05-29,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Summer,High Value,67.92,2024-05
2024-05-30,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,96.43,2024-05
2024-06-01,Product Affinity Score,North,Beer,High-Value,Email,Fall,High Value,147.91,2024-06
2024-06-02,Product Affinity Score,North,Beer,High-Value,Social Media,Winter,High Value,74.5,2024-06
2024-06-03,Product Affinity Score,North,Beer,High-Value,SMS,Spring,High Value,131.1,2024-06
2024-06-04,Product Affinity Score,North,Beer,High-Value,Direct Mail,Summer,Low Value,149.16,2024-06
2024-06-05,Product Affinity Score,North,Beer,Medium-Value,Email,Winter,Mid Value,121.02,2024-06
2024-06-06,Product Affinity Score,North,Beer,Medium-Value,Social Media,Spring,Low Value,90.68,2024-06
2024-06-07,Product Affinity Score,North,Beer,Medium-Value,SMS,Summer,High Value,86.77,2024-06
2024-06-08,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Summer,Mid Value,100.38,2024-06
2024-06-09,Product Affinity Score,North,Beer,Low-Value,Email,Winter,Mid Value,147.29,2024-06
2024-06-10,Product Affinity Score,North,Beer,Low-Value,Social Media,Summer,High Value,107.4,2024-06
2024-06-11,Product Affinity Score,North,Beer,Low-Value,SMS,Summer,High Value,98.14,2024-06
2024-06-12,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Summer,Mid Value,106.05,2024-06
2024-06-13,Product Affinity Score,North,Wine,High-Value,Email,Summer,High Value,65.49,2024-06
2024-06-14,Product Affinity Score,North,Wine,High-Value,Social Media,Fall,Mid Value,102.16,2024-06
2024-06-15,Product Affinity Score,North,Wine,High-Value,SMS,Summer,Low Value,130.6,2024-06
2024-06-16,Product Affinity Score,North,Wine,High-Value,Direct Mail,Summer,Mid Value,50.5,2024-06
2024-06-17,Product Affinity Score,North,Wine,Medium-Value,Email,Winter,Mid Value,69.75,2024-06
2024-06-18,Product Affinity Score,North,Wine,Medium-Value,Social Media,Summer,Low Value,67.46,2024-06
2024-06-19,Product Affinity Score,North,Wine,Medium-Value,SMS,Summer,Low Value,101.68,2024-06
2024-06-20,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Spring,High Value,70.99,2024-06
2024-06-21,Product Affinity Score,North,Wine,Low-Value,Email,Spring,Low Value,58.89,2024-06
2024-06-22,Product Affinity Score,North,Wine,Low-Value,Social Media,Winter,Mid Value,87.22,2024-06
2024-06-23,Product Affinity Score,North,Wine,Low-Value,SMS,Fall,Low Value,105.48,2024-06
2024-06-24,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Winter,Low Value,106.58,2024-06
2024-06-25,Product Affinity Score,North,Spirits,High-Value,Email,Spring,Mid Value,143.61,2024-06
2024-06-26,Product Affinity Score,North,Spirits,High-Value,Social Media,Winter,High Value,117.34,2024-06
2024-06-27,Product Affinity Score,North,Spirits,High-Value,SMS,Winter,Mid Value,130.39,2024-06
2024-06-28,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Spring,Mid Value,79.59,2024-06
2024-06-29,Product Affinity Score,North,Spirits,Medium-Value,Email,Winter,High Value,58.43,2024-06
2024-06-30,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Spring,Mid Value,121.89,2024-06
2024-06-01,Customer Engagement Score,North,Beer,High-Value,Email,Fall,High Value,136.05,2024-06
2024-06-02,Customer Engagement Score,North,Beer,High-Value,Social Media,Spring,Low Value,129.96,2024-06
2024-06-03,Customer Engagement Score,North,Beer,High-Value,SMS,Fall,High Value,127.31,2024-06
2024-06-04,Customer Engagement Score,North,Beer,High-Value,Direct Mail,Fall,Low Value,133.14,2024-06
2024-06-05,Customer Engagement Score,North,Beer,Medium-Value,Email,Spring,High Value,104.61,2024-06
2024-06-06,Customer Engagement Score,North,Beer,Medium-Value,Social Media,Winter,High Value,97.55,2024-06
2024-06-07,Customer Engagement Score,North,Beer,Medium-Value,SMS,Fall,Low Value,76.67,2024-06
2024-06-08,Customer Engagement Score,North,Beer,Medium-Value,Direct Mail,Winter,Mid Value,66.01,2024-06
2024-06-09,Customer Engagement Score,North,Beer,Low-Value,Email,Summer,Mid Value,326.37,2024-06
2024-06-10,Customer Engagement Score,North,Beer,Low-Value,Social Media,Spring,Mid Value,143.27,2024-06
2024-06-11,Customer Engagement Score,North,Beer,Low-Value,SMS,Spring,Low Value,299.66,2024-06
2024-06-12,Customer Engagement Score,North,Beer,Low-Value,Direct Mail,Fall,Mid Value,100.14,2024-06
2024-06-13,Customer Engagement Score,North,Wine,High-Value,Email,Summer,Mid Value,58.4,2024-06
2024-06-14,Customer Engagement Score,North,Wine,High-Value,Social Media,Winter,Low Value,118.01,2024-06
2024-06-15,Customer Engagement Score,North,Wine,High-Value,SMS,Fall,Mid Value,144.23,2024-06
2024-06-16,Customer Engagement Score,North,Wine,High-Value,Direct Mail,Spring,High Value,54.2,2024-06
2024-06-17,Customer Engagement Score,North,Wine,Medium-Value,Email,Winter,High Value,89.8,2024-06
2024-06-18,Customer Engagement Score,North,Wine,Medium-Value,Social Media,Summer,Low Value,95.13,2024-06
2024-06-19,Customer Engagement Score,North,Wine,Medium-Value,SMS,Winter,Low Value,93.23,2024-06
2024-06-20,Customer Engagement Score,North,Wine,Medium-Value,Direct Mail,Fall,High Value,58.86,2024-06
2024-06-21,Customer Engagement Score,North,Wine,Low-Value,Email,Summer,High Value,98.02,2024-06
2024-06-22,Customer Engagement Score,North,Wine,Low-Value,Social Media,Spring,High Value,133.02,2024-06
2024-06-23,Customer Engagement Score,North,Wine,Low-Value,SMS,Summer,High Value,93.04,2024-06
2024-06-24,Customer Engagement Score,North,Wine,Low-Value,Direct Mail,Fall,High Value,87.47,2024-06
2024-06-25,Customer Engagement Score,North,Spirits,High-Value,Email,Fall,Low Value,132.89,2024-06
2024-06-26,Customer Engagement Score,North,Spirits,High-Value,Social Media,Spring,Mid Value,60.81,2024-06
2024-06-27,Customer Engagement Score,North,Spirits,High-Value,SMS,Spring,Low Value,59.87,2024-06
2024-06-28,Customer Engagement Score,North,Spirits,High-Value,Direct Mail,Summer,Mid Value,64.37,2024-06
2024-06-29,Customer Engagement Score,North,Spirits,Medium-Value,Email,Summer,Low Value,50.72,2024-06
2024-06-30,Customer Engagement Score,North,Spirits,Medium-Value,Social Media,Spring,Mid Value,117.72,2024-06
2024-06-01,CLV,North,Beer,High-Value,Email,Fall,Low Value,133.82,2024-06
2024-06-02,CLV,North,Beer,High-Value,Social Media,Fall,Low Value,70.83,2024-06
2024-06-03,CLV,North,Beer,High-Value,SMS,Spring,Mid Value,105.51,2024-06
2024-06-04,CLV,North,Beer,High-Value,Direct Mail,Fall,High Value,71.99,2024-06
2024-06-05,CLV,North,Beer,Medium-Value,Email,Fall,Mid Value,86.4,2024-06
2024-06-06,CLV,North,Beer,Medium-Value,Social Media,Fall,Mid Value,94.39,2024-06
2024-06-07,CLV,North,Beer,Medium-Value,SMS,Winter,Low Value,125.08,2024-06
2024-06-08,CLV,North,Beer,Medium-Value,Direct Mail,Spring,High Value,107.19,2024-06
2024-06-09,CLV,North,Beer,Low-Value,Email,Summer,Mid Value,97.52,2024-06
2024-06-10,CLV,North,Beer,Low-Value,Social Media,Fall,Mid Value,71.45,2024-06
2024-06-11,CLV,North,Beer,Low-Value,SMS,Fall,Mid Value,139.15,2024-06
2024-06-12,CLV,North,Beer,Low-Value,Direct Mail,Fall,Mid Value,149.26,2024-06
2024-06-13,CLV,North,Wine,High-Value,Email,Winter,High Value,143.67,2024-06
2024-06-14,CLV,North,Wine,High-Value,Social Media,Fall,High Value,134.44,2024-06
2024-06-15,CLV,North,Wine,High-Value,SMS,Spring,Low Value,88.24,2024-06
2024-06-16,CLV,North,Wine,High-Value,Direct Mail,Winter,Low Value,93.21,2024-06
